# ---------------------------------- WARNING ----------------------------------------								
# Some of the data that you have obtained from this U.S. Geological Survey database								
# may not have received Director's approval. Any such data values are qualified								
# as provisional and are subject to revision. Provisional data are released on the								
# condition that neither the USGS nor the United States Government may be held liable								
# for any damages resulting from its use.								
#								
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement								
#								
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output								
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals								
#								
# Contact:   gs-w_support_nwisweb@usgs.gov								
# retrieved: 2021-04-04 23:16:06 EDT       (caww01)								
#								
# Data for the following 1 site(s) are contained in this file								
"#    USGS 02087500 NEUSE RIVER NEAR CLAYTON, NC"								
# -----------------------------------------------------------------------------------								
agency_cd	site_no	datetime	" Discharge, cubic feet per second (Maximum)"	"Discharge, cubic feet per second (Minimum)"	"Discharge, cubic feet per second (Minimum)"	"Gage height, feet (Maximum)"	"Gage height, feet (Minimum)"	" Gage height, feet (Mean)"
USGS	2087500	3/21/1955			2290			
USGS	2087500	3/22/1955			2050			
USGS	2087500	3/23/1955			1550			
USGS	2087500	3/24/1955			1280			
USGS	2087500	3/25/1955			1120			
USGS	2087500	3/26/1955			860			
USGS	2087500	3/27/1955			752			
USGS	2087500	3/28/1955			680			
USGS	2087500	3/29/1955			640			
USGS	2087500	3/30/1955			578			
USGS	2087500	3/31/1955			518			
USGS	2087500	4/1/1955			481			
USGS	2087500	4/2/1955			481			
USGS	2087500	4/3/1955			470			
USGS	2087500	4/4/1955			438			
USGS	2087500	4/5/1955			397			
USGS	2087500	4/6/1955			387			
USGS	2087500	4/7/1955			408			
USGS	2087500	4/8/1955			423			
USGS	2087500	4/9/1955			423			
USGS	2087500	4/10/1955			408			
USGS	2087500	4/11/1955			387			
USGS	2087500	4/12/1955			387			
USGS	2087500	4/13/1955			382			
USGS	2087500	4/14/1955			783			
USGS	2087500	4/15/1955			2120			
USGS	2087500	4/16/1955			3240			
USGS	2087500	4/17/1955			3820			
USGS	2087500	4/18/1955			3510			
USGS	2087500	4/19/1955			1530			
USGS	2087500	4/20/1955			1050			
USGS	2087500	4/21/1955			812			
USGS	2087500	4/22/1955			710			
USGS	2087500	4/23/1955			663			
USGS	2087500	4/24/1955			680			
USGS	2087500	4/25/1955			698			
USGS	2087500	4/26/1955			925			
USGS	2087500	4/27/1955			1460			
USGS	2087500	4/28/1955			1150			
USGS	2087500	4/29/1955			812			
USGS	2087500	4/30/1955			645			
USGS	2087500	5/1/1955			518			
USGS	2087500	5/2/1955			438			
USGS	2087500	5/3/1955			402			
USGS	2087500	5/4/1955			392			
USGS	2087500	5/5/1955			323			
USGS	2087500	5/6/1955			292			
USGS	2087500	5/7/1955			279			
USGS	2087500	5/8/1955			262			
USGS	2087500	5/9/1955			239			
USGS	2087500	5/10/1955			242			
USGS	2087500	5/11/1955			235			
USGS	2087500	5/12/1955			224			
USGS	2087500	5/13/1955			232			
USGS	2087500	5/14/1955			287			
USGS	2087500	5/15/1955			283			
USGS	2087500	5/16/1955			300			
USGS	2087500	5/17/1955			305			
USGS	2087500	5/18/1955			271			
USGS	2087500	5/19/1955			266			
USGS	2087500	5/20/1955			258			
USGS	2087500	5/21/1955			246			
USGS	2087500	5/22/1955			305			
USGS	2087500	5/23/1955			387			
USGS	2087500	5/24/1955			642			
USGS	2087500	5/25/1955			1380			
USGS	2087500	5/26/1955			812			
USGS	2087500	5/27/1955			776			
USGS	2087500	5/28/1955			578			
USGS	2087500	5/29/1955			413			
USGS	2087500	5/30/1955			572			
USGS	2087500	5/31/1955			470			
USGS	2087500	6/1/1955			318			
USGS	2087500	6/2/1955			254			
USGS	2087500	6/3/1955			221			
USGS	2087500	6/4/1955			190			
USGS	2087500	6/5/1955			168			
USGS	2087500	6/6/1955			141			
USGS	2087500	6/7/1955			150			
USGS	2087500	6/8/1955			203			
USGS	2087500	6/9/1955			210			
USGS	2087500	6/10/1955			177			
USGS	2087500	6/11/1955			184			
USGS	2087500	6/12/1955			194			
USGS	2087500	6/13/1955			224			
USGS	2087500	6/14/1955			246			
USGS	2087500	6/15/1955			221			
USGS	2087500	6/16/1955			177			
USGS	2087500	6/17/1955			147			
USGS	2087500	6/18/1955			130			
USGS	2087500	6/19/1955			133			
USGS	2087500	6/20/1955			222			
USGS	2087500	6/21/1955			254			
USGS	2087500	6/22/1955			180			
USGS	2087500	6/23/1955			153			
USGS	2087500	6/24/1955			203			
USGS	2087500	6/25/1955			187			
USGS	2087500	6/26/1955			197			
USGS	2087500	6/27/1955			162			
USGS	2087500	6/28/1955			141			
USGS	2087500	6/29/1955			127			
USGS	2087500	6/30/1955			111			
USGS	2087500	7/1/1955			106			
USGS	2087500	7/2/1955			111			
USGS	2087500	7/3/1955			103			
USGS	2087500	7/4/1955			109			
USGS	2087500	7/5/1955			119			
USGS	2087500	7/6/1955			106			
USGS	2087500	7/7/1955			109			
USGS	2087500	7/8/1955			197			
USGS	2087500	7/9/1955			197			
USGS	2087500	7/10/1955			235			
USGS	2087500	7/11/1955			379			
USGS	2087500	7/12/1955			488			
USGS	2087500	7/13/1955			535			
USGS	2087500	7/14/1955			1210			
USGS	2087500	7/15/1955			2530			
USGS	2087500	7/16/1955			2660			
USGS	2087500	7/17/1955			906			
USGS	2087500	7/18/1955			413			
USGS	2087500	7/19/1955			266			
USGS	2087500	7/20/1955			246			
USGS	2087500	7/21/1955			332			
USGS	2087500	7/22/1955			235			
USGS	2087500	7/23/1955			168			
USGS	2087500	7/24/1955			127			
USGS	2087500	7/25/1955			122			
USGS	2087500	7/26/1955			153			
USGS	2087500	7/27/1955			133			
USGS	2087500	7/28/1955			114			
USGS	2087500	7/29/1955			114			
USGS	2087500	7/30/1955			190			
USGS	2087500	7/31/1955			231			
USGS	2087500	8/1/1955			217			
USGS	2087500	8/2/1955			408			
USGS	2087500	8/3/1955			279			
USGS	2087500	8/4/1955			349			
USGS	2087500	8/5/1955			224			
USGS	2087500	8/6/1955			180			
USGS	2087500	8/7/1955			150			
USGS	2087500	8/8/1955			127			
USGS	2087500	8/9/1955			133			
USGS	2087500	8/10/1955			130			
USGS	2087500	8/11/1955			142			
USGS	2087500	8/12/1955			508			
USGS	2087500	8/13/1955			664			
USGS	2087500	8/14/1955			513			
USGS	2087500	8/15/1955			535			
USGS	2087500	8/16/1955			573			
USGS	2087500	8/17/1955			3690			
USGS	2087500	8/18/1955			8880			
USGS	2087500	8/19/1955			11200			
USGS	2087500	8/20/1955			9110			
USGS	2087500	8/21/1955			7740			
USGS	2087500	8/22/1955			8180			
USGS	2087500	8/23/1955			7860			
USGS	2087500	8/24/1955			4310			
USGS	2087500	8/25/1955			1010			
USGS	2087500	8/26/1955			617			
USGS	2087500	8/27/1955			470			
USGS	2087500	8/28/1955			408			
USGS	2087500	8/29/1955			362			
USGS	2087500	8/30/1955			323			
USGS	2087500	8/31/1955			554			
USGS	2087500	9/1/1955			4440			
USGS	2087500	9/2/1955			5620			
USGS	2087500	9/3/1955			6800			
USGS	2087500	9/4/1955			10700			
USGS	2087500	9/5/1955			7410			
USGS	2087500	9/6/1955			2430			
USGS	2087500	9/7/1955			1460			
USGS	2087500	9/8/1955			960			
USGS	2087500	9/9/1955			716			
USGS	2087500	9/10/1955			640			
USGS	2087500	9/11/1955			645			
USGS	2087500	9/12/1955			529			
USGS	2087500	9/13/1955			438			
USGS	2087500	9/14/1955			387			
USGS	2087500	9/15/1955			362			
USGS	2087500	9/16/1955			337			
USGS	2087500	9/17/1955			310			
USGS	2087500	9/18/1955			292			
USGS	2087500	9/19/1955			438			
USGS	2087500	9/20/1955			601			
USGS	2087500	9/21/1955			454			
USGS	2087500	9/22/1955			397			
USGS	2087500	9/23/1955			397			
USGS	2087500	9/24/1955			372			
USGS	2087500	9/25/1955			433			
USGS	2087500	9/26/1955			990			
USGS	2087500	9/27/1955			830			
USGS	2087500	9/28/1955			584			
USGS	2087500	9/29/1955			475			
USGS	2087500	9/30/1955			413			
USGS	2087500	10/1/1955			382			
USGS	2087500	10/2/1955			892			
USGS	2087500	10/3/1955			2860			
USGS	2087500	10/4/1955			3440			
USGS	2087500	10/5/1955			2120			
USGS	2087500	10/6/1955			858			
USGS	2087500	10/7/1955			640			
USGS	2087500	10/8/1955			573			
USGS	2087500	10/9/1955			540			
USGS	2087500	10/10/1955			454			
USGS	2087500	10/11/1955			423			
USGS	2087500	10/12/1955			387			
USGS	2087500	10/13/1955			357			
USGS	2087500	10/14/1955			540			
USGS	2087500	10/15/1955			728			
USGS	2087500	10/16/1955			890			
USGS	2087500	10/17/1955			568			
USGS	2087500	10/18/1955			460			
USGS	2087500	10/19/1955			418			
USGS	2087500	10/20/1955			428			
USGS	2087500	10/21/1955			402			
USGS	2087500	10/22/1955			377			
USGS	2087500	10/23/1955			318			
USGS	2087500	10/24/1955			287			
USGS	2087500	10/25/1955			283			
USGS	2087500	10/26/1955			262			
USGS	2087500	10/27/1955			262			
USGS	2087500	10/28/1955			254			
USGS	2087500	10/29/1955			258			
USGS	2087500	10/30/1955			271			
USGS	2087500	10/31/1955			266			
USGS	2087500	11/1/1955			262			
USGS	2087500	11/2/1955			258			
USGS	2087500	11/3/1955			266			
USGS	2087500	11/4/1955			284			
USGS	2087500	11/5/1955			275			
USGS	2087500	11/6/1955			258			
USGS	2087500	11/7/1955			258			
USGS	2087500	11/8/1955			266			
USGS	2087500	11/9/1955			262			
USGS	2087500	11/10/1955			266			
USGS	2087500	11/11/1955			504			
USGS	2087500	11/12/1955			510			
USGS	2087500	11/13/1955			618			
USGS	2087500	11/14/1955			498			
USGS	2087500	11/15/1955			404			
USGS	2087500	11/16/1955			378			
USGS	2087500	11/17/1955			352			
USGS	2087500	11/18/1955			310			
USGS	2087500	11/19/1955			428			
USGS	2087500	11/20/1955			890			
USGS	2087500	11/21/1955			830			
USGS	2087500	11/22/1955			740			
USGS	2087500	11/23/1955			594			
USGS	2087500	11/24/1955			522			
USGS	2087500	11/25/1955			456			
USGS	2087500	11/26/1955			480			
USGS	2087500	11/27/1955			498			
USGS	2087500	11/28/1955			522			
USGS	2087500	11/29/1955			516			
USGS	2087500	11/30/1955			450			
USGS	2087500	12/1/1955			421			
USGS	2087500	12/2/1955			415			
USGS	2087500	12/3/1955			399			
USGS	2087500	12/4/1955			393			
USGS	2087500	12/5/1955			404			
USGS	2087500	12/6/1955			393			
USGS	2087500	12/7/1955			393			
USGS	2087500	12/8/1955			393			
USGS	2087500	12/9/1955			421			
USGS	2087500	12/10/1955			438			
USGS	2087500	12/11/1955			415			
USGS	2087500	12/12/1955			404			
USGS	2087500	12/13/1955			399			
USGS	2087500	12/14/1955			378			
USGS	2087500	12/15/1955			399			
USGS	2087500	12/16/1955			456			
USGS	2087500	12/17/1955			433			
USGS	2087500	12/18/1955			415			
USGS	2087500	12/19/1955			362			
USGS	2087500	12/20/1955			343			
USGS	2087500	12/21/1955			329			
USGS	2087500	12/22/1955			329			
USGS	2087500	12/23/1955			329			
USGS	2087500	12/24/1955			334			
USGS	2087500	12/25/1955			334			
USGS	2087500	12/26/1955			329			
USGS	2087500	12/27/1955			319			
USGS	2087500	12/28/1955			310			
USGS	2087500	12/29/1955			288			
USGS	2087500	12/30/1955			279			
USGS	2087500	12/31/1955			338			
USGS	2087500	1/1/1956			324			
USGS	2087500	1/2/1956			310			
USGS	2087500	1/3/1956			306			
USGS	2087500	1/4/1956			310			
USGS	2087500	1/5/1956			297			
USGS	2087500	1/6/1956			292			
USGS	2087500	1/7/1956			284			
USGS	2087500	1/8/1956			284			
USGS	2087500	1/9/1956			275			
USGS	2087500	1/10/1956			275			
USGS	2087500	1/11/1956			297			
USGS	2087500	1/12/1956			315			
USGS	2087500	1/13/1956			301			
USGS	2087500	1/14/1956			288			
USGS	2087500	1/15/1956			279			
USGS	2087500	1/16/1956			275			
USGS	2087500	1/17/1956			279			
USGS	2087500	1/18/1956			270			
USGS	2087500	1/19/1956			270			
USGS	2087500	1/20/1956			319			
USGS	2087500	1/21/1956			315			
USGS	2087500	1/22/1956			315			
USGS	2087500	1/23/1956			329			
USGS	2087500	1/24/1956			456			
USGS	2087500	1/25/1956			480			
USGS	2087500	1/26/1956			492			
USGS	2087500	1/27/1956			492			
USGS	2087500	1/28/1956			468			
USGS	2087500	1/29/1956			433			
USGS	2087500	1/30/1956			415			
USGS	2087500	1/31/1956			404			
USGS	2087500	2/1/1956			378			
USGS	2087500	2/2/1956			373			
USGS	2087500	2/3/1956			388			
USGS	2087500	2/4/1956			829			
USGS	2087500	2/5/1956			2730			
USGS	2087500	2/6/1956			3870			
USGS	2087500	2/7/1956			5400			
USGS	2087500	2/8/1956			5630			
USGS	2087500	2/9/1956			4850			
USGS	2087500	2/10/1956			4570			
USGS	2087500	2/11/1956			2740			
USGS	2087500	2/12/1956			2940			
USGS	2087500	2/13/1956			2790			
USGS	2087500	2/14/1956			2010			
USGS	2087500	2/15/1956			1380			
USGS	2087500	2/16/1956			1080			
USGS	2087500	2/17/1956			1020			
USGS	2087500	2/18/1956			1680			
USGS	2087500	2/19/1956			1620			
USGS	2087500	2/20/1956			1490			
USGS	2087500	2/21/1956			1820			
USGS	2087500	2/22/1956			2080			
USGS	2087500	2/23/1956			1680			
USGS	2087500	2/24/1956			1180			
USGS	2087500	2/25/1956			1080			
USGS	2087500	2/26/1956			1280			
USGS	2087500	2/27/1956			1800			
USGS	2087500	2/28/1956			2290			
USGS	2087500	2/29/1956			1750			
USGS	2087500	3/1/1956			1520			
USGS	2087500	3/2/1956			1080			
USGS	2087500	3/3/1956			990			
USGS	2087500	3/4/1956			960			
USGS	2087500	3/5/1956			1020			
USGS	2087500	3/6/1956			960			
USGS	2087500	3/7/1956			860			
USGS	2087500	3/8/1956			758			
USGS	2087500	3/9/1956			746			
USGS	2087500	3/10/1956			788			
USGS	2087500	3/11/1956			752			
USGS	2087500	3/12/1956			678			
USGS	2087500	3/13/1956			642			
USGS	2087500	3/14/1956			764			
USGS	2087500	3/15/1956			925			
USGS	2087500	3/16/1956			3300			
USGS	2087500	3/17/1956			7550			
USGS	2087500	3/18/1956			8350			
USGS	2087500	3/19/1956			7080			
USGS	2087500	3/20/1956			6890			
USGS	2087500	3/21/1956			6560			
USGS	2087500	3/22/1956			3970			
USGS	2087500	3/23/1956			1550			
USGS	2087500	3/24/1956			1220			
USGS	2087500	3/25/1956			1020			
USGS	2087500	3/26/1956			890			
USGS	2087500	3/27/1956			830			
USGS	2087500	3/28/1956			758			
USGS	2087500	3/29/1956			703			
USGS	2087500	3/30/1956			709			
USGS	2087500	3/31/1956			685			
USGS	2087500	4/1/1956			648			
USGS	2087500	4/2/1956			612			
USGS	2087500	4/3/1956			600			
USGS	2087500	4/4/1956			618			
USGS	2087500	4/5/1956			654			
USGS	2087500	4/6/1956			788			
USGS	2087500	4/7/1956			1720			
USGS	2087500	4/8/1956			1880			
USGS	2087500	4/9/1956			1620			
USGS	2087500	4/10/1956			1180			
USGS	2087500	4/11/1956			1540			
USGS	2087500	4/12/1956			4590			
USGS	2087500	4/13/1956			5400			
USGS	2087500	4/14/1956			5030			
USGS	2087500	4/15/1956			5220			
USGS	2087500	4/16/1956			4340			
USGS	2087500	4/17/1956			3220			
USGS	2087500	4/18/1956			2320			
USGS	2087500	4/19/1956			1640			
USGS	2087500	4/20/1956			1320			
USGS	2087500	4/21/1956			1120			
USGS	2087500	4/22/1956			960			
USGS	2087500	4/23/1956			830			
USGS	2087500	4/24/1956			733			
USGS	2087500	4/25/1956			697			
USGS	2087500	4/26/1956			648			
USGS	2087500	4/27/1956			618			
USGS	2087500	4/28/1956			594			
USGS	2087500	4/29/1956			576			
USGS	2087500	4/30/1956			558			
USGS	2087500	5/1/1956			819			
USGS	2087500	5/2/1956			890			
USGS	2087500	5/3/1956			752			
USGS	2087500	5/4/1956			2210			
USGS	2087500	5/5/1956			3740			
USGS	2087500	5/6/1956			3910			
USGS	2087500	5/7/1956			4000			
USGS	2087500	5/8/1956			2600			
USGS	2087500	5/9/1956			1580			
USGS	2087500	5/10/1956			1350			
USGS	2087500	5/11/1956			990			
USGS	2087500	5/12/1956			830			
USGS	2087500	5/13/1956			746			
USGS	2087500	5/14/1956			600			
USGS	2087500	5/15/1956			528			
USGS	2087500	5/16/1956			486			
USGS	2087500	5/17/1956			438			
USGS	2087500	5/18/1956			421			
USGS	2087500	5/19/1956			393			
USGS	2087500	5/20/1956			329			
USGS	2087500	5/21/1956			301			
USGS	2087500	5/22/1956			297			
USGS	2087500	5/23/1956			348			
USGS	2087500	5/24/1956			438			
USGS	2087500	5/25/1956			474			
USGS	2087500	5/26/1956			415			
USGS	2087500	5/27/1956			348			
USGS	2087500	5/28/1956			319			
USGS	2087500	5/29/1956			306			
USGS	2087500	5/30/1956			262			
USGS	2087500	5/31/1956			246			
USGS	2087500	6/1/1956			254			
USGS	2087500	6/2/1956			2160			
USGS	2087500	6/3/1956			5220			
USGS	2087500	6/4/1956			3350			
USGS	2087500	6/5/1956			1780			
USGS	2087500	6/6/1956			890			
USGS	2087500	6/7/1956			630			
USGS	2087500	6/8/1956			498			
USGS	2087500	6/9/1956			444			
USGS	2087500	6/10/1956			394			
USGS	2087500	6/11/1956			373			
USGS	2087500	6/12/1956			348			
USGS	2087500	6/13/1956			297			
USGS	2087500	6/14/1956			258			
USGS	2087500	6/15/1956			250			
USGS	2087500	6/16/1956			242			
USGS	2087500	6/17/1956			219			
USGS	2087500	6/18/1956			209			
USGS	2087500	6/19/1956			246			
USGS	2087500	6/20/1956			250			
USGS	2087500	6/21/1956			275			
USGS	2087500	6/22/1956			266			
USGS	2087500	6/23/1956			250			
USGS	2087500	6/24/1956			219			
USGS	2087500	6/25/1956			206			
USGS	2087500	6/26/1956			209			
USGS	2087500	6/27/1956			199			
USGS	2087500	6/28/1956			199			
USGS	2087500	6/29/1956			199			
USGS	2087500	6/30/1956			183			
USGS	2087500	7/1/1956			174			
USGS	2087500	7/2/1956			151			
USGS	2087500	7/3/1956			159			
USGS	2087500	7/4/1956			226			
USGS	2087500	7/5/1956			174			
USGS	2087500	7/6/1956			165			
USGS	2087500	7/7/1956			242			
USGS	2087500	7/8/1956			488			
USGS	2087500	7/9/1956			570			
USGS	2087500	7/10/1956			757			
USGS	2087500	7/11/1956			570			
USGS	2087500	7/12/1956			357			
USGS	2087500	7/13/1956			292			
USGS	2087500	7/14/1956			234			
USGS	2087500	7/15/1956			202			
USGS	2087500	7/16/1956			183			
USGS	2087500	7/17/1956			219			
USGS	2087500	7/18/1956			242			
USGS	2087500	7/19/1956			226			
USGS	2087500	7/20/1956			561			
USGS	2087500	7/21/1956			1440			
USGS	2087500	7/22/1956			856			
USGS	2087500	7/23/1956			558			
USGS	2087500	7/24/1956			352			
USGS	2087500	7/25/1956			266			
USGS	2087500	7/26/1956			262			
USGS	2087500	7/27/1956			250			
USGS	2087500	7/28/1956			226			
USGS	2087500	7/29/1956			542			
USGS	2087500	7/30/1956			1050			
USGS	2087500	7/31/1956			984			
USGS	2087500	8/1/1956			492			
USGS	2087500	8/2/1956			329			
USGS	2087500	8/3/1956			284			
USGS	2087500	8/4/1956			357			
USGS	2087500	8/5/1956			450			
USGS	2087500	8/6/1956			383			
USGS	2087500	8/7/1956			270			
USGS	2087500	8/8/1956			212			
USGS	2087500	8/9/1956			186			
USGS	2087500	8/10/1956			183			
USGS	2087500	8/11/1956			262			
USGS	2087500	8/12/1956			399			
USGS	2087500	8/13/1956			444			
USGS	2087500	8/14/1956			288			
USGS	2087500	8/15/1956			254			
USGS	2087500	8/16/1956			388			
USGS	2087500	8/17/1956			462			
USGS	2087500	8/18/1956			297			
USGS	2087500	8/19/1956			234			
USGS	2087500	8/20/1956			212			
USGS	2087500	8/21/1956			324			
USGS	2087500	8/22/1956			558			
USGS	2087500	8/23/1956			522			
USGS	2087500	8/24/1956			343			
USGS	2087500	8/25/1956			275			
USGS	2087500	8/26/1956			226			
USGS	2087500	8/27/1956			199			
USGS	2087500	8/28/1956			180			
USGS	2087500	8/29/1956			162			
USGS	2087500	8/30/1956			156			
USGS	2087500	8/31/1956			142			
USGS	2087500	9/1/1956			131			
USGS	2087500	9/2/1956			142			
USGS	2087500	9/3/1956			238			
USGS	2087500	9/4/1956			242			
USGS	2087500	9/5/1956			404			
USGS	2087500	9/6/1956			409			
USGS	2087500	9/7/1956			393			
USGS	2087500	9/8/1956			319			
USGS	2087500	9/9/1956			246			
USGS	2087500	9/10/1956			219			
USGS	2087500	9/11/1956			226			
USGS	2087500	9/12/1956			192			
USGS	2087500	9/13/1956			165			
USGS	2087500	9/14/1956			148			
USGS	2087500	9/15/1956			128			
USGS	2087500	9/16/1956			120			
USGS	2087500	9/17/1956			114			
USGS	2087500	9/18/1956			120			
USGS	2087500	9/19/1956			123			
USGS	2087500	9/20/1956			134			
USGS	2087500	9/21/1956			126			
USGS	2087500	9/22/1956			112			
USGS	2087500	9/23/1956			106			
USGS	2087500	9/24/1956			100			
USGS	2087500	9/25/1956			154			
USGS	2087500	9/26/1956			174			
USGS	2087500	9/27/1956			694			
USGS	2087500	9/28/1956			1120			
USGS	2087500	9/29/1956			1280			
USGS	2087500	9/30/1956			730			
USGS	2087500	10/1/1956			462			
USGS	2087500	10/2/1956			357			
USGS	2087500	10/3/1956			284			
USGS	2087500	10/4/1956			223			
USGS	2087500	10/5/1956			266			
USGS	2087500	10/6/1956			230			
USGS	2087500	10/7/1956			315			
USGS	2087500	10/8/1956			616			
USGS	2087500	10/9/1956			516			
USGS	2087500	10/10/1956			310			
USGS	2087500	10/11/1956			238			
USGS	2087500	10/12/1956			199			
USGS	2087500	10/13/1956			183			
USGS	2087500	10/14/1956			165			
USGS	2087500	10/15/1956			154			
USGS	2087500	10/16/1956			165			
USGS	2087500	10/17/1956			171			
USGS	2087500	10/18/1956			250			
USGS	2087500	10/19/1956			216			
USGS	2087500	10/20/1956			226			
USGS	2087500	10/21/1956			655			
USGS	2087500	10/22/1956			1060			
USGS	2087500	10/23/1956			2060			
USGS	2087500	10/24/1956			2210			
USGS	2087500	10/25/1956			1070			
USGS	2087500	10/26/1956			648			
USGS	2087500	10/27/1956			570			
USGS	2087500	10/28/1956			570			
USGS	2087500	10/29/1956			624			
USGS	2087500	10/30/1956			660			
USGS	2087500	10/31/1956			582			
USGS	2087500	11/1/1956			1400			
USGS	2087500	11/2/1956			3400			
USGS	2087500	11/3/1956			3090			
USGS	2087500	11/4/1956			2400			
USGS	2087500	11/5/1956			1450			
USGS	2087500	11/6/1956			990			
USGS	2087500	11/7/1956			727			
USGS	2087500	11/8/1956			618			
USGS	2087500	11/9/1956			636			
USGS	2087500	11/10/1956			752			
USGS	2087500	11/11/1956			890			
USGS	2087500	11/12/1956			733			
USGS	2087500	11/13/1956			558			
USGS	2087500	11/14/1956			474			
USGS	2087500	11/15/1956			427			
USGS	2087500	11/16/1956			393			
USGS	2087500	11/17/1956			378			
USGS	2087500	11/18/1956			362			
USGS	2087500	11/19/1956			388			
USGS	2087500	11/20/1956			433			
USGS	2087500	11/21/1956			438			
USGS	2087500	11/22/1956			438			
USGS	2087500	11/23/1956			421			
USGS	2087500	11/24/1956			409			
USGS	2087500	11/25/1956			343			
USGS	2087500	11/26/1956			324			
USGS	2087500	11/27/1956			310			
USGS	2087500	11/28/1956			297			
USGS	2087500	11/29/1956			297			
USGS	2087500	11/30/1956			352			
USGS	2087500	12/1/1956			388			
USGS	2087500	12/2/1956			362			
USGS	2087500	12/3/1956			338			
USGS	2087500	12/4/1956			306			
USGS	2087500	12/5/1956			279			
USGS	2087500	12/6/1956			279			
USGS	2087500	12/7/1956			279			
USGS	2087500	12/8/1956			279			
USGS	2087500	12/9/1956			288			
USGS	2087500	12/10/1956			284			
USGS	2087500	12/11/1956			288			
USGS	2087500	12/12/1956			275			
USGS	2087500	12/13/1956			270			
USGS	2087500	12/14/1956			270			
USGS	2087500	12/15/1956			1310			
USGS	2087500	12/16/1956			5370			
USGS	2087500	12/17/1956			5310			
USGS	2087500	12/18/1956			3580			
USGS	2087500	12/19/1956			1920			
USGS	2087500	12/20/1956			1220			
USGS	2087500	12/21/1956			925			
USGS	2087500	12/22/1956			824			
USGS	2087500	12/23/1956			830			
USGS	2087500	12/24/1956			1660			
USGS	2087500	12/25/1956			3090			
USGS	2087500	12/26/1956			3160			
USGS	2087500	12/27/1956			2060			
USGS	2087500	12/28/1956			1280			
USGS	2087500	12/29/1956			1080			
USGS	2087500	12/30/1956			1050			
USGS	2087500	12/31/1956			990			
USGS	2087500	1/1/1957			860			
USGS	2087500	1/2/1957			697			
USGS	2087500	1/3/1957			636			
USGS	2087500	1/4/1957			600			
USGS	2087500	1/5/1957			588			
USGS	2087500	1/6/1957			582			
USGS	2087500	1/7/1957			570			
USGS	2087500	1/8/1957			546			
USGS	2087500	1/9/1957			528			
USGS	2087500	1/10/1957			516			
USGS	2087500	1/11/1957			510			
USGS	2087500	1/12/1957			510			
USGS	2087500	1/13/1957			510			
USGS	2087500	1/14/1957			492			
USGS	2087500	1/15/1957			480			
USGS	2087500	1/16/1957			480			
USGS	2087500	1/17/1957			456			
USGS	2087500	1/18/1957			399			
USGS	2087500	1/19/1957			383			
USGS	2087500	1/20/1957			378			
USGS	2087500	1/21/1957			362			
USGS	2087500	1/22/1957			373			
USGS	2087500	1/23/1957			415			
USGS	2087500	1/24/1957			450			
USGS	2087500	1/25/1957			636			
USGS	2087500	1/26/1957			764			
USGS	2087500	1/27/1957			678			
USGS	2087500	1/28/1957			630			
USGS	2087500	1/29/1957			709			
USGS	2087500	1/30/1957			1540			
USGS	2087500	1/31/1957			2830			
USGS	2087500	2/1/1957			4920			
USGS	2087500	2/2/1957			6660			
USGS	2087500	2/3/1957			7270			
USGS	2087500	2/4/1957			7850			
USGS	2087500	2/5/1957			8850			
USGS	2087500	2/6/1957			9050			
USGS	2087500	2/7/1957			7950			
USGS	2087500	2/8/1957			4400			
USGS	2087500	2/9/1957			2180			
USGS	2087500	2/10/1957			3320			
USGS	2087500	2/11/1957			3010			
USGS	2087500	2/12/1957			2290			
USGS	2087500	2/13/1957			1750			
USGS	2087500	2/14/1957			1420			
USGS	2087500	2/15/1957			1180			
USGS	2087500	2/16/1957			1050			
USGS	2087500	2/17/1957			890			
USGS	2087500	2/18/1957			788			
USGS	2087500	2/19/1957			715			
USGS	2087500	2/20/1957			1040			
USGS	2087500	2/21/1957			1620			
USGS	2087500	2/22/1957			1460			
USGS	2087500	2/23/1957			1120			
USGS	2087500	2/24/1957			960			
USGS	2087500	2/25/1957			860			
USGS	2087500	2/26/1957			1850			
USGS	2087500	2/27/1957			4770			
USGS	2087500	2/28/1957			4940			
USGS	2087500	3/1/1957			6510			
USGS	2087500	3/2/1957			7080			
USGS	2087500	3/3/1957			6230			
USGS	2087500	3/4/1957			5950			
USGS	2087500	3/5/1957			4940			
USGS	2087500	3/6/1957			2080			
USGS	2087500	3/7/1957			1580			
USGS	2087500	3/8/1957			1550			
USGS	2087500	3/9/1957			1750			
USGS	2087500	3/10/1957			2360			
USGS	2087500	3/11/1957			1950			
USGS	2087500	3/12/1957			1380			
USGS	2087500	3/13/1957			1150			
USGS	2087500	3/14/1957			1050			
USGS	2087500	3/15/1957			1020			
USGS	2087500	3/16/1957			1050			
USGS	2087500	3/17/1957			890			
USGS	2087500	3/18/1957			806			
USGS	2087500	3/19/1957			890			
USGS	2087500	3/20/1957			1120			
USGS	2087500	3/21/1957			1080			
USGS	2087500	3/22/1957			960			
USGS	2087500	3/23/1957			1860			
USGS	2087500	3/24/1957			2790			
USGS	2087500	3/25/1957			2650			
USGS	2087500	3/26/1957			2150			
USGS	2087500	3/27/1957			1880			
USGS	2087500	3/28/1957			1490			
